melanin_concentration(Cm),blood_concentration(Ch),melanin_blend(Bm),BloodOxy,epidermis_thickness(T),X,Y,Z,sR,sG,sB
0.0348679,0.2,1,0.695,0.005,12.9281,10.2067,8.03065,129.672,74.561,75.474
0.0348679,0.2,1,0.695,0.02,13.7621,11.3241,9.5159,130.329,81.357,82.365
0.0348679,0.2,1,0.695,0.0125,13.3205,10.8037,8.93787,129.406,78.56,79.821
0.0348679,0.2,1,0.79,0.005,12.7142,10.0532,8.49825,127.793,74.235,78.108
0.0348679,0.2,1,0.79,0.02,13.4111,11.1917,9.80976,127.392,81.852,83.849
0.0348679,0.2,1,0.79,0.0125,13.0774,10.6442,9.26801,127.476,78.31,81.599
0.0348679,0.2,1,0.885,0.0125,12.699,10.5217,9.55834,124.163,79.052,83.066
0.0348679,0.2,1,0.885,0.02,12.9164,10.9243,10.0998,123.636,81.804,85.372
0.0348679,0.2,1,0.98,0.005,12.1468,9.72783,9.88111,122.061,74.217,85.237
0.0348679,0.2,1,0.98,0.0125,12.5796,10.4503,10.6314,121.821,79.182,88.207
0.0348679,0.2,1,0.885,0.005,12.1153,9.67716,8.86568,123.454,73.645,80.242
0.0348679,0.2,1,0.98,0.02,12.9977,10.9609,11.1335,122.749,81.959,90.135
0.0529434,0.002,0.5,0.6,0.005,54.5116,57.2513,49.2764,209.458,198.234,176.049
0.0529434,0.002,0.5,0.6,0.0125,51.977,54.1908,45.3306,207.202,192.748,169.152
0.0529434,0.002,0.5,0.6,0.02,50.2965,52.4659,42.2534,205.333,189.909,163.272
0.0529434,0.002,0.5,0.695,0.02,50.1667,52.3155,42.0379,205.211,189.636,162.86
0.0529434,0.002,0.5,0.695,0.005,54.5293,57.2399,49.2947,209.554,198.175,176.09
0.0529434,0.002,0.5,0.79,0.0125,51.9555,54.2014,45.2382,207.143,192.807,168.958
0.0529434,0.002,0.5,0.695,0.0125,51.9649,54.1741,45.2789,207.219,192.713,169.052
0.0529434,0.002,0.5,0.885,0.005,54.3818,57.1257,48.9957,209.331,198.044,175.541
0.0529434,0.002,0.5,0.79,0.02,50.2073,52.3339,42.2168,205.232,189.64,163.238
0.0529434,0.002,0.5,0.885,0.02,50.1855,52.2714,42.2919,205.214,189.486,163.421
0.0529434,0.002,0.5,0.885,0.0125,51.9744,54.2277,45.0573,207.307,192.845,168.582
0.0529434,0.002,0.5,0.79,0.005,54.4178,57.1514,49.2777,209.238,198.083,176.079
0.0529434,0.002,0.5,0.98,0.005,54.4354,57.0519,49.1309,209.65,197.755,175.835
0.0529434,0.002,0.728553,0.6,0.005,53.6837,56.3758,48.6679,207.949,196.876,175.115
0.0529434,0.002,0.5,0.98,0.02,50.1531,52.2794,42.0465,205.222,189.546,162.892
0.0529434,0.002,0.5,0.98,0.0125,51.966,54.1595,45.1857,207.326,192.66,168.869
0.0529434,0.002,0.728553,0.6,0.0125,50.8712,53.0121,44.9393,204.861,190.863,168.7
0.0529434,0.002,0.728553,0.6,0.02,48.9071,51.1619,41.1881,202.372,188.007,161.374
0.0529434,0.002,0.728553,0.695,0.0125,50.8576,53.0373,44.9938,204.696,190.966,168.8
0.0529434,0.002,0.728553,0.695,0.005,53.6609,56.3476,48.4465,208.066,196.813,174.693
0.0529434,0.002,0.728553,0.79,0.02,48.7505,50.9371,41.4924,201.894,187.575,162.104
0.0529434,0.002,0.728553,0.79,0.005,53.578,56.2194,48.7029,207.773,196.577,175.23
0.0529434,0.002,0.728553,0.885,0.005,53.4992,56.1393,48.4185,207.787,196.442,174.7
0.0529434,0.002,0.728553,0.885,0.02,48.7177,50.9042,41.2721,201.976,187.51,161.64
0.0529434,0.002,0.728553,0.695,0.02,48.8291,51.0713,41.4522,201.998,187.867,161.971
0.0529434,0.002,0.728553,0.79,0.0125,50.7739,52.9414,44.8685,204.604,190.795,168.574
0.0529434,0.002,0.728553,0.885,0.0125,50.7794,52.8828,44.8371,204.789,190.604,168.533
0.0529434,0.002,1,0.6,0.0125,49.7288,52.1712,44.1041,201.85,190.031,167.199
0.0529434,0.002,0.728553,0.98,0.02,48.696,50.8093,41.4581,201.95,187.259,162.077
0.0529434,0.002,1,0.6,0.005,52.6032,55.4297,47.7996,205.562,195.667,173.666
0.0529434,0.002,0.728553,0.98,0.0125,50.7814,52.8737,44.9571,204.73,190.581,168.781
0.0529434,0.002,0.728553,0.98,0.005,53.4772,56.0921,48.313,207.866,196.328,174.51
0.0529434,0.002,1,0.6,0.02,47.4437,49.7173,40.4471,199.064,185.776,160.205
0.0529434,0.002,1,0.695,0.005,52.5483,55.3215,47.8014,205.544,195.429,173.705
0.0529434,0.002,1,0.695,0.0125,49.7154,52.1699,44.2615,201.667,190.06,167.522
0.0529434,0.002,1,0.79,0.0125,49.6798,52.031,44.2561,201.821,189.686,167.562
0.0529434,0.002,1,0.79,0.005,52.526,55.2965,47.7936,205.499,195.389,173.697
0.0529434,0.002,1,0.79,0.02,47.2946,49.5495,40.2474,198.869,185.472,159.823
0.0529434,0.002,1,0.98,0.02,47.3349,49.531,40.4803,198.935,185.363,160.343
0.0529434,0.002,1,0.98,0.005,52.4623,55.141,47.7914,205.55,195.022,173.745
0.0529434,0.002,1,0.885,0.005,52.5448,55.2635,47.8652,205.612,195.266,173.851
0.0529434,0.002,1,0.98,0.0125,49.6792,52.0974,44.1829,201.718,189.887,167.385
0.0529434,0.008,0.5,0.6,0.0125,43.552,44.3943,34.1601,197.04,174.311,147.687
0.0529434,0.002,1,0.695,0.02,47.4398,49.6667,40.5736,199.068,185.629,160.501
0.0529434,0.008,0.5,0.6,0.005,45.4981,46.4861,36.7461,199.85,178.216,153.081
0.0529434,0.002,1,0.885,0.02,47.2832,49.5188,40.3987,198.767,185.403,160.165
0.0529434,0.002,1,0.885,0.0125,49.5797,51.988,44.0173,201.608,189.697,167.077
0.0529434,0.008,0.5,0.6,0.02,42.1132,42.7145,32.1252,195.353,170.867,143.287
0.0529434,0.008,0.5,0.695,0.005,45.2899,46.1355,36.9887,199.453,177.414,153.77
0.0529434,0.008,0.5,0.695,0.0125,43.471,44.261,34.2232,196.9,173.999,147.891
0.0529434,0.008,0.5,0.695,0.02,42.0879,42.6019,32.1281,195.496,170.512,143.345
0.0529434,0.008,0.5,0.79,0.005,45.182,46.0131,37.3936,198.889,177.218,154.736
0.0529434,0.008,0.5,0.79,0.02,42.0474,42.3489,32.7132,195.441,169.729,144.92
0.0529434,0.008,0.5,0.79,0.0125,43.4111,43.9789,34.7587,196.856,173.165,149.298
0.0529434,0.008,0.5,0.885,0.005,45.2498,46.0465,37.544,199.034,177.224,155.071
0.0529434,0.008,0.5,0.885,0.02,41.8714,42.2051,32.6781,194.912,169.537,144.879
0.0529434,0.008,0.5,0.98,0.0125,43.3964,43.7972,35.1281,196.932,172.584,150.256
0.0529434,0.008,0.5,0.98,0.005,45.2079,45.9659,37.9045,198.736,177.051,155.917
0.0529434,0.008,0.728553,0.6,0.005,44.8108,45.86,36.4364,198.124,177.277,152.56
0.0529434,0.008,0.5,0.98,0.02,41.8531,42.1776,32.8049,194.784,169.482,145.203
0.0529434,0.008,0.728553,0.6,0.0125,42.5722,43.388,33.714,194.81,172.532,146.951
0.0529434,0.008,0.728553,0.6,0.02,41.1573,41.7951,31.2759,193.332,169.277,141.458
0.0529434,0.008,0.5,0.885,0.0125,43.4887,43.9578,35.0459,197.078,172.973,149.999
0.0529434,0.008,0.728553,0.695,0.005,44.5399,45.4671,36.5166,197.633,176.423,152.888
0.0529434,0.008,0.728553,0.695,0.0125,42.5693,43.221,33.8077,195.131,171.957,147.256
0.0529434,0.008,0.728553,0.695,0.02,40.99,41.6729,31.25,192.78,169.146,141.43
0.0529434,0.008,0.728553,0.79,0.005,44.463,45.5337,36.2934,197.256,176.769,152.332
0.0529434,0.008,0.728553,0.79,0.0125,42.5213,43.1386,33.7795,195.107,171.752,147.221
0.0529434,0.008,0.728553,0.79,0.02,40.9327,41.6574,31.5593,192.267,169.222,142.217
0.0529434,0.008,0.728553,0.885,0.02,40.886,41.5413,31.6934,192.202,168.901,142.607
0.0529434,0.008,0.728553,0.885,0.0125,42.4363,43.0858,33.8866,194.711,171.729,147.494
0.0529434,0.008,0.728553,0.885,0.005,44.371,45.3856,36.5146,196.971,176.443,152.9
0.0529434,0.008,0.728553,0.98,0.005,44.3212,45.2722,36.9929,196.615,176.18,154.044
0.0529434,0.008,0.728553,0.98,0.02,40.8452,41.4609,31.954,191.976,168.708,143.297
0.0529434,0.008,0.728553,0.98,0.0125,42.2505,42.916,33.9114,194.145,171.47,147.609
0.0529434,0.008,1,0.6,0.005,43.798,45.0458,35.667,195.528,176.23,151.007
0.0529434,0.008,1,0.6,0.02,39.7982,40.4276,30.4261,190.268,166.792,139.767
0.0529434,0.008,1,0.695,0.005,43.7708,45.017,35.7507,195.391,176.185,151.214
0.0529434,0.008,1,0.6,0.0125,41.5799,42.3267,32.7997,192.996,170.52,145.084
0.0529434,0.008,1,0.695,0.0125,41.5039,42.2712,32.7937,192.74,170.461,145.085
0.0529434,0.008,1,0.695,0.02,39.8169,40.3978,30.3586,190.499,166.641,139.609
0.0529434,0.008,1,0.79,0.005,43.8554,44.9544,36.2507,195.584,175.86,152.418
0.0529434,0.008,1,0.79,0.0125,41.6426,42.3521,33.2336,192.911,170.529,146.147
0.0529434,0.008,1,0.79,0.02,39.7958,40.3141,30.5381,190.451,166.388,140.113
0.0529434,0.008,1,0.885,0.0125,41.558,42.1847,33.5087,192.662,170.11,146.887
0.0529434,0.008,1,0.98,0.0125,41.4951,42.0756,33.6368,192.5,169.845,147.241
0.0529434,0.008,1,0.885,0.02,39.6709,40.1435,30.8431,189.965,166.023,140.966
0.0529434,0.008,1,0.98,0.005,43.616,44.5377,36.7503,194.972,174.89,153.728
0.0529434,0.008,1,0.885,0.005,43.7897,44.8523,36.4183,195.362,175.639,152.844
0.0529434,0.018,0.5,0.6,0.005,37.2877,36.4128,28.0138,189.008,156.197,135.08
0.0529434,0.008,1,0.98,0.02,39.6166,40.0085,31.2977,189.643,165.664,142.184
0.0529434,0.018,0.5,0.6,0.02,34.8748,33.7324,24.7234,185.546,150.028,126.919
0.0529434,0.018,0.5,0.6,0.0125,35.7471,34.8002,26.1394,186.359,152.722,130.532
0.0529434,0.018,0.5,0.695,0.005,37.2138,36.3715,28.6153,188.215,156.238,136.707
0.0529434,0.018,0.5,0.695,0.0125,35.7453,34.7685,26.5779,186.062,152.635,131.781
0.0529434,0.018,0.5,0.79,0.005,37.1479,36.2185,28.9957,187.934,155.796,137.785
0.0529434,0.018,0.5,0.695,0.02,34.5076,33.448,25.0352,183.99,149.658,127.931
0.0529434,0.018,0.5,0.79,0.0125,35.7324,34.6748,27.2857,185.635,152.342,133.787
0.0529434,0.018,0.5,0.79,0.02,34.5091,33.3274,25.3159,184.077,149.171,128.809
0.0529434,0.018,0.5,0.885,0.005,36.988,35.9929,29.6471,187.101,155.28,139.582
0.0529434,0.018,0.5,0.885,0.0125,35.4965,34.4308,27.4648,184.819,151.854,134.371
0.0529434,0.018,0.5,0.885,0.02,34.3998,33.2475,25.7571,183.299,149.113,130.097
0.0529434,0.018,0.5,0.98,0.005,36.7131,35.7609,30.2568,185.682,154.972,141.232
0.0529434,0.018,0.728553,0.6,0.0125,35.1497,34.1525,25.672,185.157,151.278,129.47
0.0529434,0.018,0.728553,0.6,0.005,36.6744,35.9432,27.4125,187.394,155.532,133.6
0.0529434,0.018,0.5,0.98,0.0125,35.3213,34.1939,28.0253,183.989,151.298,135.986
0.0529434,0.018,0.728553,0.6,0.02,33.8368,32.8423,23.9493,182.778,148.458,124.976
0.0529434,0.018,0.5,0.98,0.02,34.3796,33.0748,26.6458,182.877,148.508,132.679
0.0529434,0.018,0.728553,0.695,0.0125,35.0039,34.0554,26.1346,184.208,151.23,130.814
0.0529434,0.018,0.728553,0.695,0.005,36.653,35.9614,27.8224,186.886,155.686,134.706
0.0529434,0.018,0.728553,0.695,0.02,33.8039,32.7451,24.508,182.368,148.169,126.68
0.0529434,0.018,0.728553,0.79,0.005,36.575,35.792,28.4446,186.374,155.223,136.46
0.0529434,0.018,0.728553,0.79,0.0125,34.8965,33.7699,26.5129,184.04,150.304,132.013
0.0529434,0.018,0.728553,0.79,0.02,33.747,32.5299,24.9702,182.221,147.416,128.14
0.0529434,0.018,0.728553,0.885,0.005,36.4174,35.5713,29.2091,185.436,154.729,138.574
0.0529434,0.018,0.728553,0.885,0.0125,34.718,33.5956,27.254,182.865,150.029,134.124
0.0529434,0.018,0.728553,0.98,0.0125,34.5273,33.3872,27.7168,181.945,149.609,135.462
0.0529434,0.018,0.728553,0.885,0.02,33.6413,32.3565,25.4994,181.628,146.955,129.739
0.0529434,0.018,0.728553,0.98,0.02,33.3939,32.1542,25.9287,180.389,146.674,131.028
0.0529434,0.018,0.728553,0.98,0.005,36.139,35.3156,29.7075,184.139,154.321,139.962
0.0529434,0.018,1,0.6,0.0125,34.4067,33.3557,25.3344,183.414,149.516,128.831
0.0529434,0.018,1,0.6,0.005,36.264,35.4626,27.2801,186.509,154.437,133.432
0.0529434,0.018,1,0.6,0.02,32.94,31.8878,23.7226,180.457,146.324,124.707
0.0529434,0.018,1,0.695,0.0125,34.1416,33.1993,25.4904,182.205,149.449,129.325
0.0529434,0.018,1,0.695,0.005,35.958,35.2567,27.4484,185.219,154.259,133.958
0.0529434,0.018,1,0.695,0.02,32.8831,31.8413,23.9289,180.075,146.27,125.341
0.0529434,0.018,1,0.79,0.0125,34.0974,33.072,26.1974,181.681,149.073,131.39
0.0529434,0.018,1,0.79,0.005,35.9421,35.0647,28.1876,185.005,153.578,136.058
0.0529434,0.018,1,0.885,0.005,35.741,34.8896,28.9759,183.674,153.358,138.213
0.0529434,0.018,1,0.79,0.02,32.8014,31.6651,24.4969,179.584,145.742,127.104
0.0529434,0.018,1,0.885,0.0125,33.9185,32.7851,26.8983,180.824,148.312,133.463
0.0529434,0.018,1,0.885,0.02,32.6335,31.3884,25.027,178.902,144.961,128.77
0.0529434,0.018,1,0.98,0.0125,33.88,32.7932,27.1656,180.346,148.457,134.185
0.0529434,0.018,1,0.98,0.02,32.578,31.3448,25.4979,178.279,144.942,130.131
0.0529434,0.018,1,0.98,0.005,35.6585,34.7001,29.1975,183.524,152.777,138.878
0.0529434,0.032,0.5,0.6,0.0125,29.768,27.3587,20.3837,177.508,132.655,116.488
0.0529434,0.032,0.5,0.6,0.02,29.1314,26.6721,19.6461,176.35,130.8,114.381
0.0529434,0.032,0.5,0.6,0.005,30.7372,28.4738,21.5094,179.06,135.752,119.573
0.0529434,0.032,0.5,0.695,0.005,30.472,28.2134,22.1287,177.684,135.227,121.621
0.0529434,0.032,0.5,0.695,0.0125,29.6026,27.1831,21.0001,176.47,132.278,118.558
0.0529434,0.032,0.5,0.695,0.02,29.0889,26.5439,20.2381,175.92,130.332,116.409
0.0529434,0.032,0.5,0.79,0.005,30.2631,27.9999,23.0858,176.188,134.821,124.625
0.0529434,0.032,0.5,0.79,0.02,28.7805,26.4174,20.751,173.97,130.554,118.095
0.0529434,0.032,0.5,0.79,0.0125,29.2645,27.0001,21.5616,174.467,132.298,120.387
0.0529434,0.032,0.5,0.885,0.005,30.0898,27.823,23.5507,175.235,134.449,126.083
0.0529434,0.032,0.5,0.885,0.02,28.3618,25.9149,21.1181,172.542,129.15,119.502
0.0529434,0.032,0.5,0.885,0.0125,28.9223,26.6138,22.1937,172.927,131.329,122.519
0.0529434,0.032,0.5,0.98,0.005,29.8895,27.6897,24.3127,173.715,134.386,128.352
0.0529434,0.032,0.5,0.98,0.0125,29.0065,26.6114,23.1534,172.549,131.207,125.429
0.0529434,0.032,0.728553,0.6,0.005,30.4006,28.1397,21.196,178.308,134.951,118.728
0.0529434,0.032,0.5,0.98,0.02,28.2775,25.8702,21.7418,171.574,129.214,121.465
0.0529434,0.032,0.728553,0.6,0.0125,29.1755,26.7343,19.8502,176.251,131.019,115.028
0.0529434,0.032,0.728553,0.695,0.0125,28.9357,26.6519,20.617,174.357,131.311,117.545
0.0529434,0.032,0.728553,0.6,0.02,28.3356,25.9371,19.0011,174.283,129.093,112.544
0.0529434,0.032,0.728553,0.695,0.005,30.1084,27.8649,21.9128,176.717,134.43,121.101
0.0529434,0.032,0.728553,0.695,0.02,28.1669,25.7965,19.6871,173.035,128.898,114.911
0.0529434,0.032,0.728553,0.79,0.005,29.9447,27.7188,22.4331,175.688,134.188,122.764
0.0529434,0.032,0.728553,0.885,0.005,29.7597,27.54,23.0808,174.499,133.853,124.797
0.0529434,0.032,0.728553,0.79,0.0125,28.7837,26.4945,21.2285,173.328,130.985,119.567
0.0529434,0.032,0.728553,0.79,0.02,28.0041,25.6572,20.1897,171.979,128.674,116.623
0.0529434,0.032,0.728553,0.885,0.0125,28.6151,26.2928,21.7723,172.381,130.471,121.362
0.0529434,0.032,0.728553,0.885,0.02,27.8126,25.523,20.7517,170.668,128.556,118.487
0.0529434,0.032,0.728553,0.98,0.0125,28.4501,26.1392,22.8404,170.815,130.246,124.679
0.0529434,0.032,0.728553,0.98,0.005,29.5,27.2505,23.9852,172.927,133.194,127.589
0.0529434,0.032,0.728553,0.98,0.02,27.4607,25.2331,21.8167,168.32,128.123,121.943
0.0529434,0.032,1,0.6,0.02,27.3578,25.0689,18.2671,171.544,127.144,110.415
0.0529434,0.032,1,0.6,0.0125,28.4832,26.2221,19.3583,174.028,130.19,113.593
0.0529434,0.032,1,0.695,0.005,29.8088,27.6326,21.3446,176.116,133.994,119.411
0.0529434,0.032,1,0.695,0.0125,28.2465,25.8913,19.9369,173.012,129.2,115.69
0.0529434,0.032,1,0.6,0.005,29.8123,27.6335,20.5548,176.85,133.905,116.88
0.0529434,0.032,1,0.695,0.02,27.2275,25.0345,18.9388,170.209,127.392,112.726
0.0529434,0.032,1,0.79,0.0125,28.008,25.8286,20.5882,171.132,129.58,117.806
0.0529434,0.032,1,0.79,0.005,29.6544,27.4721,21.8157,175.223,133.652,120.96
0.0529434,0.032,1,0.79,0.02,26.9865,24.7223,19.5108,169.088,126.482,114.807
0.0529434,0.032,1,0.885,0.0125,28.0118,25.6777,21.5845,170.653,128.915,121.049
0.0529434,0.032,1,0.885,0.02,26.8496,24.5508,20.1577,168.119,126.03,117.015
0.0529434,0.032,1,0.98,0.005,29.1848,26.9874,23.7961,171.948,132.682,127.137
0.0529434,0.032,1,0.98,0.0125,27.7713,25.5056,22.2771,169.011,128.749,123.241
0.0529434,0.05,0.5,0.695,0.005,25.6849,22.613,17.3019,169.33,118.403,108.371
0.0529434,0.05,0.5,0.6,0.0125,25.31,22.2735,16.434,168.829,117.462,105.387
0.0529434,0.05,0.5,0.6,0.02,24.7254,21.7293,15.7952,167.398,115.982,103.275
0.0529434,0.05,0.5,0.695,0.0125,25.0797,22.059,16.7821,167.688,116.957,106.77
0.0529434,0.032,1,0.885,0.005,29.3244,27.1323,22.8041,173.303,132.931,124.133
0.0529434,0.05,0.5,0.6,0.005,25.9415,22.9754,16.9673,170.173,119.656,106.965
0.0529434,0.032,1,0.98,0.02,26.7458,24.5655,20.9951,166.607,126.484,119.667
0.0529434,0.05,0.5,0.79,0.0125,24.6592,21.7297,17.4633,165.345,116.397,109.357
0.0529434,0.05,0.5,0.79,0.02,24.1906,21.283,16.9833,164.168,115.141,107.868
0.0529434,0.05,0.5,0.695,0.02,24.4399,21.5713,16.2621,165.605,115.981,105.083
0.0529434,0.05,0.5,0.885,0.005,25.0726,22.2281,19.2306,164.735,118.255,115.14
0.0529434,0.05,0.5,0.79,0.005,25.2485,22.4412,18.0677,166.359,118.802,111.097
0.0529434,0.05,0.5,0.885,0.02,23.8964,21.1143,17.6026,162.151,115.124,110.122
0.0529434,0.05,0.5,0.885,0.0125,24.314,21.4694,18.081,163.299,116,111.621
0.0529434,0.05,0.5,0.98,0.005,24.9726,22.0308,19.9958,163.934,117.522,117.744
0.0529434,0.05,0.5,0.98,0.0125,24.3822,21.4651,18.8144,163.021,115.865,114.124
0.0529434,0.05,0.728553,0.6,0.0125,24.6706,21.7562,15.8724,166.897,116.312,103.536
0.0529434,0.05,0.728553,0.6,0.005,25.4543,22.5412,16.5227,168.852,118.573,105.552
0.0529434,0.05,0.728553,0.6,0.02,23.9551,21.1207,15.4355,164.682,114.701,102.197
0.0529434,0.05,0.728553,0.695,0.0125,24.6035,21.655,16.2936,166.364,115.98,105.171
0.0529434,0.05,0.5,0.98,0.02,23.814,21.0985,18.5,160.744,115.397,113.204
0.0529434,0.05,0.728553,0.695,0.005,25.2979,22.3957,17.1539,167.697,118.285,107.919
0.0529434,0.05,0.728553,0.79,0.005,24.9308,22.0419,17.7005,165.902,117.418,110.029
0.0529434,0.05,0.728553,0.79,0.0125,24.063,21.2766,16.8405,163.503,115.471,107.334
0.0529434,0.05,0.728553,0.695,0.02,23.7956,20.8953,15.8799,163.9,113.911,104.017
0.0529434,0.05,0.728553,0.79,0.02,23.5179,20.7321,16.4432,162.028,113.867,106.167
0.0529434,0.05,0.728553,0.885,0.005,24.8942,22.0996,18.645,164.559,117.975,113.233
0.0529434,0.05,0.728553,0.885,0.02,23.4093,20.6409,17.4251,160.596,113.788,109.731
0.0529434,0.05,0.728553,0.98,0.005,24.6452,21.8829,19.4738,162.782,117.577,116.086
0.0529434,0.05,0.728553,0.98,0.0125,23.9112,21.1143,18.7232,161.111,115.224,113.962
0.0529434,0.05,0.728553,0.98,0.02,23.0657,20.4076,17.8889,158.555,113.515,111.438
0.0529434,0.05,0.728553,0.885,0.0125,23.9399,21.1744,17.5651,162.287,115.339,109.959
0.0529434,0.05,1,0.6,0.005,25.0253,22.0446,16.1044,168.045,116.95,104.27
0.0529434,0.05,1,0.6,0.0125,24.1537,21.2184,15.5584,165.538,114.687,102.635
0.0529434,0.05,1,0.6,0.02,23.517,20.6265,15.1521,163.647,113.068,101.383
0.0529434,0.05,1,0.695,0.0125,23.7983,20.9748,16.1963,163.357,114.416,105.14
0.0529434,0.05,1,0.695,0.005,24.8259,21.8783,16.7859,166.623,116.672,106.861
0.0529434,0.05,1,0.695,0.02,23.0362,20.3239,15.6464,160.934,112.807,103.401
0.0529434,0.05,1,0.79,0.005,24.452,21.6727,17.4677,164.181,116.687,109.373
0.0529434,0.05,1,0.79,0.0125,23.5634,20.8781,16.5998,161.712,114.615,106.645
0.0529434,0.05,1,0.79,0.02,22.8395,20.152,16.0368,159.766,112.435,104.95
0.0529434,0.05,1,0.885,0.005,24.1915,21.3517,18.2917,162.652,115.71,112.398
0.0529434,0.05,1,0.885,0.0125,23.2818,20.5502,17.3607,160.099,113.631,109.542
0.0529434,0.05,1,0.885,0.02,22.7316,20.0559,16.8641,158.49,112.302,108.014
0.0529434,0.05,1,0.98,0.005,24.0557,21.2916,19.3327,160.89,115.903,115.895
0.0529434,0.05,1,0.98,0.0125,23.2894,20.5725,18.4762,158.927,113.888,113.373
0.0529434,0.05,1,0.98,0.02,22.6055,19.9029,17.4483,157.516,111.846,110.163
0.0529434,0.072,0.5,0.6,0.005,22.0728,18.742,13.5411,161.668,105.719,96.086
0.0529434,0.072,0.5,0.6,0.0125,21.8117,18.4398,13.5172,160.913,104.615,96.171
0.0529434,0.072,0.5,0.695,0.005,21.6804,18.4991,14.1003,159.249,105.537,98.472
0.0529434,0.072,0.5,0.6,0.02,21.3994,18.2676,13.3144,158.91,104.855,95.377
0.0529434,0.072,0.5,0.695,0.0125,21.3549,18.1809,13.8916,158.287,104.518,97.809
0.0529434,0.072,0.5,0.695,0.02,21.0576,17.9522,13.8088,157.088,104.007,97.589
0.0529434,0.072,0.5,0.79,0.0125,21.1709,18.0822,14.5978,156.61,104.597,100.656
0.0529434,0.072,0.5,0.79,0.005,21.4876,18.3559,14.7718,157.705,105.348,101.193
0.0529434,0.072,0.5,0.79,0.02,20.741,17.7849,14.3999,154.821,104.069,100.015
0.0529434,0.072,0.5,0.885,0.005,21.0758,18.0755,15.3542,155.17,104.988,103.547
0.0529434,0.072,0.5,0.885,0.0125,20.6885,17.7905,15.0654,153.717,104.384,102.581
0.0529434,0.072,0.5,0.885,0.02,20.4095,17.5858,14.7289,152.798,103.932,101.382
0.0529434,0.072,0.5,0.98,0.005,20.98,18.081,16.2087,153.561,105.473,106.69
0.0529434,0.072,0.5,0.98,0.0125,20.5946,17.7015,16.0083,152.325,104.254,106.152
0.0529434,0.072,0.5,0.98,0.02,20.1928,17.5303,15.4541,150.637,104.414,104.143
0.0529434,0.072,0.728553,0.6,0.005,21.8205,18.5059,13.3774,160.907,105.001,95.54
0.0529434,0.072,0.728553,0.6,0.02,20.8317,17.7343,12.9726,157.13,103.205,94.246
0.0529434,0.072,0.728553,0.6,0.0125,21.414,18.0996,13.2288,159.633,103.676,95.157
0.0529434,0.072,0.728553,0.695,0.005,21.2797,18.1704,13.93,157.77,104.711,97.956
0.0529434,0.072,0.728553,0.695,0.0125,20.7855,17.8571,13.6619,155.681,104.288,97.006
0.0529434,0.072,0.728553,0.695,0.02,20.3868,17.5095,13.2941,154.448,103.287,95.68
0.0529434,0.072,0.728553,0.79,0.005,21.1115,18.0402,14.5896,156.347,104.522,100.643
0.0529434,0.072,0.728553,0.79,0.0125,20.5387,17.6818,14.3103,153.843,104.065,99.698
0.0529434,0.072,0.728553,0.79,0.02,20.142,17.2934,14.0292,152.648,102.792,98.795
0.0529434,0.072,0.728553,0.885,0.005,20.7735,17.8287,15.1359,154.111,104.357,102.839
0.0529434,0.072,0.728553,0.885,0.0125,20.2378,17.397,14.7309,152.212,103.262,101.496
0.0529434,0.072,1,0.6,0.005,21.3573,18.1536,13.1236,159.189,104.216,94.659
0.0529434,0.072,0.728553,0.98,0.02,19.5643,16.8996,14.938,148.818,102.282,102.525
0.0529434,0.072,0.728553,0.98,0.005,20.4185,17.5516,15.966,151.621,103.855,106.069
0.0529434,0.072,0.728553,0.98,0.0125,20.0141,17.2773,15.76,149.871,103.387,105.428
0.0529434,0.072,0.728553,0.885,0.02,19.7938,17.0864,14.3358,150.519,102.654,100.097
0.0529434,0.072,1,0.6,0.0125,20.814,17.694,12.8917,157.225,102.983,93.932
0.0529434,0.072,1,0.6,0.02,20.2855,17.3207,12.5352,155.18,102.25,92.591
0.0529434,0.072,1,0.695,0.02,19.8174,17.0796,12.9053,152.291,102.311,94.27
0.0529434,0.072,1,0.695,0.0125,20.2768,17.3747,13.4304,153.978,102.782,96.328
0.0529434,0.072,1,0.79,0.005,20.6379,17.6042,14.3981,154.702,103.216,100.124
0.0529434,0.072,1,0.695,0.005,20.9181,17.8499,13.9187,156.348,103.821,98.084
0.0529434,0.072,1,0.79,0.0125,20.1199,17.169,13.9479,152.998,102.013,98.561
0.0529434,0.072,1,0.79,0.02,19.6567,16.7819,13.4756,151.525,100.925,96.85
0.0529434,0.072,1,0.885,0.0125,19.6711,16.8453,14.4089,150.377,101.453,100.541
0.0529434,0.072,1,0.885,0.005,20.3279,17.4482,14.958,152.431,103.327,102.351
0.0529434,0.072,1,0.885,0.02,19.2588,16.4936,14.0758,148.963,100.443,99.41
0.0529434,0.072,1,0.98,0.005,20.1652,17.3472,15.8118,150.668,103.34,105.599
0.0529434,0.098,0.5,0.6,0.005,19.1671,15.889,11.1846,153.56,96.003,87.517
0.0529434,0.072,1,0.98,0.0125,19.5244,16.7714,15.0135,148.886,101.558,102.899
0.0529434,0.098,0.5,0.6,0.02,18.7326,15.6456,11.3162,151.145,95.885,88.236
0.0529434,0.098,0.5,0.695,0.005,18.8426,15.6978,11.9012,151.111,95.946,90.854
0.0529434,0.072,1,0.98,0.02,19.085,16.447,14.4697,147.397,100.803,100.958
0.0529434,0.098,0.5,0.695,0.02,18.3821,15.4646,11.8324,148.644,95.969,90.641
